PId,Pname,PCategory,QtySold,Price,Amount,Country
HO-188,Shoes5,Shoes,4.0,904.1296,3616.5184,Hong Kong
HO-189,Shoes1,Shoes,5.0,1088.5187,5442.593500000001,Hong Kong
HO-190,Phone6,Smart Phone,3.0,899.6483,2698.9449,Hong Kong
HO-191,Perfume1,Perfumes,5.0,993.6462999999999,4968.2315,Hong Kong
HO-192,Tshirt3,Tshirts,8.0,1113.8763,8911.0104,Hong Kong
HO-193,Shoes2,Shoes,3.0,578.5249,1735.5747000000001,Hong Kong
HO-194,Jeans1,Jeans,1.0,1059.3355999999999,1059.3355999999999,Hong Kong
HO-195,Jeans2,Jeans,8.0,1012.6645000000001,8101.316000000001,Hong Kong
HO-196,Shoes2,Shoes,2.0,1075.512,2151.024,Hong Kong
HO-197,Bottle2,Water bottles,1.0,821.6081,821.6081,Hong Kong
HO-199,Perfume1,Perfumes,1.0,572.1855,572.1855,Hong Kong
SR-1,Perfume6,Perfumes,8,900.9,7207.2,Sri Lanka
SR-2,Shoes1,Shoes,1,851.47,851.47,Sri Lanka
SR-3,Perfume6,Perfumes,3,584.2,1752.6000000000001,Sri Lanka
SR-4,Jeans2,Jeans,4,588.33,2353.32,Sri Lanka
SR-5,Bottle4,Water bottles,3,1083.88,3251.6400000000003,Sri Lanka
SR-6,Bottle1,Water bottles,9,778.15,7003.349999999999,Sri Lanka
SR-7,Shoes5,Shoes,1,1050.59,1050.59,Sri Lanka
SR-8,Perfume4,Perfumes,3,603.74,1811.22,Sri Lanka
SR-9,Tshirt1,Tshirts,2,1050.02,2100.04,Sri Lanka
SR-10,Shoes4,Shoes,8,900.42,7203.36,Sri Lanka
SR-11,Jeans3,Jeans,10,926.06,9260.599999999999,Sri Lanka
SR-13,Phone3,Smart Phone,1,736.51,736.51,Sri Lanka
SR-14,Shoes3,Shoes,2,1180.75,2361.5,Sri Lanka
SR-15,Shoes6,Shoes,6,688.59,4131.54,Sri Lanka
SR-16,Bottle1,Water bottles,4,1139.4,4557.6,Sri Lanka
SR-17,Phone5,Smart Phone,1,860.69,860.69,Sri Lanka
SR-18,Shoes6,Shoes,3,1046.36,3139.08,Sri Lanka
SR-19,Perfume1,Perfumes,4,1085.88,4343.52,Sri Lanka
SR-20,Phone1,Smart Phone,4,691.78,2767.12,Sri Lanka
SR-21,Perfume4,Perfumes,2,976.82,1953.64,Sri Lanka
SR-22,Phone5,Smart Phone,8,910.82,7286.56,Sri Lanka
SR-23,Jeans3,Jeans,2,699.55,1399.1,Sri Lanka
SR-24,Jeans5,Jeans,4,1099.98,4399.92,Sri Lanka
SR-25,Bottle2,Water bottles,7,859.3,6015.099999999999,Sri Lanka
SR-26,Bottle1,Water bottles,3,953.16,2859.48,Sri Lanka
SR-27,Tshirt2,Tshirts,5,998.92,4994.599999999999,Sri Lanka
SR-28,Shoes4,Shoes,6,821.3,4927.799999999999,Sri Lanka
SR-29,Shoes6,Shoes,10,778.01,7780.1,Sri Lanka
SR-30,Perfume6,Perfumes,6,893.02,5358.12,Sri Lanka
SR-31,Shoes3,Shoes,8,544.69,4357.52,Sri Lanka
SR-32,Bottle3,Water bottles,5,959.28,4796.4,Sri Lanka
SR-33,Bottle3,Water bottles,9,1035.83,9322.47,Sri Lanka
SR-34,Perfume4,Perfumes,3,1004.9,3014.7,Sri Lanka
SR-36,Bottle5,Water bottles,6,1008.58,6051.4800000000005,Sri Lanka
SR-37,Perfume6,Perfumes,6,855.12,5130.72,Sri Lanka
SR-38,Bottle5,Water bottles,2,829.55,1659.1,Sri Lanka
SR-39,Bottle5,Water bottles,3,1162.85,3488.5499999999997,Sri Lanka
SR-40,Bottle1,Water bottles,4,1020.95,4083.8,Sri Lanka
SR-41,Shoes3,Shoes,5,824.63,4123.15,Sri Lanka
SR-42,Tshirt6,Tshirts,10,549.85,5498.5,Sri Lanka
SR-43,Perfume1,Perfumes,7,870.89,6096.23,Sri Lanka
SR-44,Jeans2,Jeans,6,786.43,4718.58,Sri Lanka
SR-45,Phone2,Smart Phone,3,1045.26,3135.7799999999997,Sri Lanka
SR-46,Bottle2,Water bottles,1,503.3,503.3,Sri Lanka
SR-47,Jeans5,Jeans,8,1049.65,8397.2,Sri Lanka
SR-48,Jeans5,Jeans,7,782.38,5476.66,Sri Lanka
SR-50,Tshirt3,Tshirts,9,633.4,5700.599999999999,Sri Lanka
SR-51,Bottle6,Water bottles,6,718.46,4310.76,Sri Lanka
SR-52,Perfume5,Perfumes,2,1076.69,2153.38,Sri Lanka
SR-53,Shoes4,Shoes,10,866.88,8668.8,Sri Lanka
SR-54,Bottle2,Water bottles,8,751.48,6011.84,Sri Lanka
SR-56,Perfume2,Perfumes,1,762.63,762.63,Sri Lanka
SR-59,Tshirt5,Tshirts,3,643.85,1931.5500000000002,Sri Lanka
SR-60,Tshirt3,Tshirts,2,963.74,1927.48,Sri Lanka
SR-61,Perfume6,Perfumes,2,858.11,1716.22,Sri Lanka
SR-62,Shoes1,Shoes,8,639.05,5112.4,Sri Lanka
SR-63,Shoes5,Shoes,6,992.41,5954.46,Sri Lanka
SR-64,Tshirt5,Tshirts,4,981.74,3926.96,Sri Lanka
SR-66,Perfume6,Perfumes,2,1045.67,2091.34,Sri Lanka
SR-67,Bottle1,Water bottles,4,819.73,3278.92,Sri Lanka
SR-68,Shoes4,Shoes,3,1111.9,3335.7000000000003,Sri Lanka
SR-69,Shoes6,Shoes,2,566.5,1133.0,Sri Lanka
SR-70,Tshirt1,Tshirts,3,730.06,2190.18,Sri Lanka
SR-71,Perfume3,Perfumes,2,760.84,1521.68,Sri Lanka
SR-72,Tshirt4,Tshirts,8,690.28,5522.24,Sri Lanka
SR-73,Phone4,Smart Phone,3,579.14,1737.42,Sri Lanka
SR-74,Tshirt2,Tshirts,10,837.87,8378.7,Sri Lanka
SR-75,Phone2,Smart Phone,6,927.95,5567.700000000001,Sri Lanka
SR-76,Bottle2,Water bottles,8,579.06,4632.48,Sri Lanka
SR-77,Tshirt1,Tshirts,6,508.65,3051.8999999999996,Sri Lanka
SR-78,Perfume6,Perfumes,10,656.79,6567.9,Sri Lanka
SR-79,Shoes5,Shoes,10,566.67,5666.7,Sri Lanka
SR-80,Jeans4,Jeans,7,604.06,4228.42,Sri Lanka
SR-82,Phone4,Smart Phone,2,1026.0,2052.0,Sri Lanka
SR-83,Shoes3,Shoes,4,885.35,3541.4,Sri Lanka
SR-84,Jeans1,Jeans,10,813.67,8136.7,Sri Lanka
SR-87,Perfume5,Perfumes,9,893.63,8042.67,Sri Lanka
SR-88,Phone3,Smart Phone,1,1071.61,1071.61,Sri Lanka
SR-89,Shoes5,Shoes,10,831.19,8311.900000000001,Sri Lanka
SR-90,Bottle4,Water bottles,4,501.54,2006.16,Sri Lanka
SR-92,Jeans4,Jeans,7,574.87,4024.09,Sri Lanka
SR-93,Jeans1,Jeans,7,650.91,4556.37,Sri Lanka
SR-94,Jeans6,Jeans,7,532.55,3727.8499999999995,Sri Lanka
SR-95,Bottle5,Water bottles,8,820.17,6561.36,Sri Lanka
SR-97,Phone5,Smart Phone,9,1046.76,9420.84,Sri Lanka
SR-98,Bottle5,Water bottles,3,572.49,1717.47,Sri Lanka
SR-99,Perfume3,Perfumes,7,793.07,5551.490000000001,Sri Lanka
SR-100,Bottle2,Water bottles,6,1179.34,7076.039999999999,Sri Lanka
SR-101,Jeans2,Jeans,9,709.24,6383.16,Sri Lanka
SR-102,Shoes6,Shoes,9,942.81,8485.289999999999,Sri Lanka
SR-103,Perfume6,Perfumes,6,1144.83,6868.98,Sri Lanka
SR-104,Bottle6,Water bottles,3,852.73,2558.19,Sri Lanka
SR-105,Shoes6,Shoes,6,893.6,5361.6,Sri Lanka
SR-106,Bottle6,Water bottles,9,700.15,6301.349999999999,Sri Lanka
SR-107,Tshirt5,Tshirts,7,601.73,4212.110000000001,Sri Lanka
SR-108,Jeans3,Jeans,3,1188.47,3565.41,Sri Lanka
SR-109,Jeans1,Jeans,5,642.8,3214.0,Sri Lanka
SR-110,Shoes4,Shoes,9,1105.39,9948.51,Sri Lanka
SR-112,Phone4,Smart Phone,6,1176.08,7056.48,Sri Lanka
SR-113,Bottle3,Water bottles,8,1080.99,8647.92,Sri Lanka
SR-114,Bottle6,Water bottles,10,882.63,8826.3,Sri Lanka
SR-115,Bottle2,Water bottles,3,1188.42,3565.26,Sri Lanka
SR-116,Jeans6,Jeans,7,528.44,3699.0800000000004,Sri Lanka
SR-117,Shoes2,Shoes,5,503.95,2519.75,Sri Lanka
SR-118,Jeans1,Jeans,6,917.82,5506.92,Sri Lanka
SR-119,Bottle5,Water bottles,5,843.39,4216.95,Sri Lanka
SR-120,Shoes1,Shoes,6,867.78,5206.68,Sri Lanka
SR-121,Perfume1,Perfumes,3,791.15,2373.45,Sri Lanka
SR-122,Tshirt3,Tshirts,4,964.33,3857.32,Sri Lanka
SR-123,Shoes2,Shoes,10,871.35,8713.5,Sri Lanka
SR-124,Bottle1,Water bottles,6,811.97,4871.82,Sri Lanka
SR-125,Perfume5,Perfumes,1,977.79,977.79,Sri Lanka
SR-126,Tshirt4,Tshirts,5,517.29,2586.45,Sri Lanka
SR-127,Shoes5,Shoes,8,840.76,6726.08,Sri Lanka
SR-128,Bottle2,Water bottles,2,1163.75,2327.5,Sri Lanka
SR-130,Jeans6,Jeans,2,643.91,1287.82,Sri Lanka
SR-131,Bottle4,Water bottles,2,1022.82,2045.64,Sri Lanka
SR-132,Phone6,Smart Phone,2,551.27,1102.54,Sri Lanka
SR-133,Shoes5,Shoes,4,1137.69,4550.76,Sri Lanka
SR-134,Phone6,Smart Phone,6,511.82,3070.92,Sri Lanka
SR-135,Perfume1,Perfumes,10,544.27,5442.7,Sri Lanka
SR-136,Tshirt6,Tshirts,6,1149.63,6897.780000000001,Sri Lanka
SR-137,Bottle3,Water bottles,5,1035.69,5178.450000000001,Sri Lanka
SR-139,Bottle4,Water bottles,9,706.48,6358.32,Sri Lanka
SR-141,Perfume2,Perfumes,1,900.9,900.9,Sri Lanka
SR-142,Perfume1,Perfumes,6,648.22,3889.32,Sri Lanka
SR-143,Perfume2,Perfumes,4,931.82,3727.28,Sri Lanka
SR-144,Tshirt2,Tshirts,10,1096.58,10965.8,Sri Lanka
SR-145,Perfume4,Perfumes,2,703.46,1406.92,Sri Lanka
SR-146,Tshirt2,Tshirts,8,1166.08,9328.64,Sri Lanka
SR-147,Bottle6,Water bottles,5,933.66,4668.3,Sri Lanka
SR-148,Shoes4,Shoes,10,961.6,9616.0,Sri Lanka
SR-149,Jeans5,Jeans,6,1171.06,7026.36,Sri Lanka
SR-150,Shoes2,Shoes,7,693.68,4855.759999999999,Sri Lanka
SR-151,Bottle6,Water bottles,8,823.99,6591.92,Sri Lanka
SR-152,Shoes4,Shoes,3,951.89,2855.67,Sri Lanka
SR-153,Shoes2,Shoes,4,684.26,2737.04,Sri Lanka
SR-154,Tshirt6,Tshirts,1,1094.71,1094.71,Sri Lanka
SR-156,Shoes5,Shoes,9,830.47,7474.2300000000005,Sri Lanka
SR-157,Shoes4,Shoes,10,1013.26,10132.6,Sri Lanka
SR-159,Jeans5,Jeans,9,598.26,5384.34,Sri Lanka
SR-160,Perfume5,Perfumes,3,1015.14,3045.42,Sri Lanka
SR-161,Shoes1,Shoes,8,662.22,5297.76,Sri Lanka
SR-162,Jeans1,Jeans,9,1135.41,10218.69,Sri Lanka
SR-163,Phone4,Smart Phone,1,1186.41,1186.41,Sri Lanka
SR-164,Bottle5,Water bottles,5,1084.41,5422.05,Sri Lanka
SR-165,Perfume5,Perfumes,7,755.71,5289.97,Sri Lanka
SR-166,Tshirt5,Tshirts,4,861.46,3445.84,Sri Lanka
SR-167,Shoes4,Shoes,10,504.62,5046.2,Sri Lanka
SR-168,Phone2,Smart Phone,9,950.43,8553.869999999999,Sri Lanka
SR-169,Jeans2,Jeans,2,962.78,1925.56,Sri Lanka
SR-170,Shoes6,Shoes,8,835.31,6682.48,Sri Lanka
SR-172,Jeans2,Jeans,1,1123.56,1123.56,Sri Lanka
SR-173,Jeans3,Jeans,9,1170.77,10536.93,Sri Lanka
SR-175,Shoes1,Shoes,10,1194.94,11949.400000000001,Sri Lanka
SR-176,Jeans2,Jeans,10,599.9,5999.0,Sri Lanka
SR-177,Jeans5,Jeans,5,617.41,3087.0499999999997,Sri Lanka
SR-178,Phone5,Smart Phone,4,764.75,3059.0,Sri Lanka
SR-179,Tshirt2,Tshirts,9,979.06,8811.539999999999,Sri Lanka
SR-180,Perfume1,Perfumes,10,919.87,9198.7,Sri Lanka
SR-181,Perfume5,Perfumes,2,837.57,1675.14,Sri Lanka
SR-182,Perfume5,Perfumes,7,865.43,6058.009999999999,Sri Lanka
SR-183,Tshirt6,Tshirts,4,1156.9,4627.6,Sri Lanka
SR-184,Phone3,Smart Phone,10,568.4,5684.0,Sri Lanka
SR-185,Phone2,Smart Phone,2,698.29,1396.58,Sri Lanka
SR-186,Phone3,Smart Phone,1,904.59,904.59,Sri Lanka
SR-187,Tshirt4,Tshirts,6,786.19,4717.14,Sri Lanka
SR-188,Phone6,Smart Phone,5,1098.48,5492.4,Sri Lanka
SR-189,Shoes5,Shoes,7,1028.48,7199.360000000001,Sri Lanka
SR-190,Perfume4,Perfumes,9,888.44,7995.960000000001,Sri Lanka
SR-191,Shoes5,Shoes,7,1015.05,7105.349999999999,Sri Lanka
SR-192,Bottle1,Water bottles,8,1048.18,8385.44,Sri Lanka
SR-193,Tshirt2,Tshirts,6,1060.6,6363.599999999999,Sri Lanka
SR-195,Tshirt2,Tshirts,10,804.76,8047.6,Sri Lanka
SR-196,Jeans3,Jeans,1,1007.15,1007.15,Sri Lanka
SR-197,Phone5,Smart Phone,5,998.12,4990.6,Sri Lanka
SR-198,Jeans6,Jeans,1,641.2,641.2,Sri Lanka
SR-199,Perfume3,Perfumes,10,857.38,8573.8,Sri Lanka
NO-1,Bottle1,Water bottles,8,1140.126,9121.008,Norway
NO-2,Bottle2,Water bottles,4,886.47,3545.88,Norway
NO-3,Phone4,Smart Phone,6,715.884,4295.304,Norway
NO-4,Phone4,Smart Phone,8,1033.11,8264.88,Norway
NO-5,Jeans3,Jeans,1,893.802,893.802,Norway
NO-6,Jeans1,Jeans,10,905.424,9054.24,Norway
NO-7,Jeans2,Jeans,7,898.872,6292.103999999999,Norway
NO-8,Perfume6,Perfumes,6,680.16,4080.96,Norway
NO-9,Bottle6,Water bottles,8,617.76,4942.08,Norway
NO-10,Jeans2,Jeans,8,628.836,5030.688,Norway
NO-11,Bottle1,Water bottles,2,1161.654,2323.308,Norway
NO-12,Tshirt4,Tshirts,4,547.5600000000001,2190.2400000000002,Norway
NO-13,Jeans5,Jeans,1,932.49,932.49,Norway
NO-14,Perfume4,Perfumes,1,504.66,504.66,Norway
NO-15,Tshirt1,Tshirts,5,875.004,4375.02,Norway
NO-16,Perfume6,Perfumes,3,574.938,1724.8139999999999,Norway
NO-17,Jeans2,Jeans,9,676.7280000000001,6090.552000000001,Norway
NO-18,Phone1,Smart Phone,7,821.2620000000001,5748.834000000001,Norway
NO-19,Bottle2,Water bottles,2,957.606,1915.212,Norway
NO-20,Tshirt1,Tshirts,7,886.86,6208.02,Norway
NO-21,Tshirt6,Tshirts,8,1091.766,8734.128,Norway
NO-22,Shoes5,Shoes,2,1126.32,2252.64,Norway
NO-25,Shoes1,Shoes,10,600.912,6009.120000000001,Norway
NO-26,Phone1,Smart Phone,10,668.3040000000001,6683.040000000001,Norway
NO-27,Phone6,Smart Phone,6,768.6899999999999,4612.139999999999,Norway
NO-28,Bottle6,Water bottles,6,537.576,3225.456,Norway
NO-29,Tshirt3,Tshirts,10,1168.3619999999999,11683.619999999999,Norway
NO-30,Shoes1,Shoes,8,843.414,6747.312,Norway
NO-31,Phone4,Smart Phone,10,962.442,9624.42,Norway
NO-32,Perfume3,Perfumes,2,557.466,1114.932,Norway
NO-33,Bottle6,Water bottles,7,721.656,5051.592,Norway
NO-34,Tshirt3,Tshirts,5,571.584,2857.9199999999996,Norway
NO-36,Shoes5,Shoes,10,1049.1,10491.0,Norway
NO-37,Tshirt3,Tshirts,2,1007.37,2014.74,Norway
NO-38,Jeans5,Jeans,7,618.618,4330.326,Norway
NO-39,Shoes4,Shoes,3,804.2579999999999,2412.774,Norway
NO-40,Phone1,Smart Phone,4,1004.6400000000001,4018.5600000000004,Norway
NO-41,Perfume2,Perfumes,3,713.232,2139.696,Norway
NO-42,Shoes5,Shoes,6,808.158,4848.948,Norway
NO-43,Bottle5,Water bottles,6,922.2719999999999,5533.632,Norway
NO-44,Phone3,Smart Phone,7,1178.1119999999999,8246.784,Norway
NO-45,Bottle6,Water bottles,10,1047.384,10473.84,Norway
NO-46,Shoes4,Shoes,10,639.834,6398.339999999999,Norway
NO-47,Jeans6,Jeans,1,1167.114,1167.114,Norway
NO-48,Bottle2,Water bottles,5,1081.938,5409.6900000000005,Norway
NO-49,Phone6,Smart Phone,5,669.396,3346.9799999999996,Norway
NO-50,Bottle4,Water bottles,2,814.32,1628.64,Norway
NO-51,Perfume4,Perfumes,7,880.542,6163.794,Norway
NO-52,Shoes6,Shoes,9,915.6419999999999,8240.778,Norway
NO-53,Tshirt2,Tshirts,6,616.434,3698.604,Norway
NO-54,Perfume6,Perfumes,7,1176.786,8237.502,Norway
NO-56,Perfume5,Perfumes,10,654.732,6547.32,Norway
NO-57,Phone6,Smart Phone,9,605.5139999999999,5449.625999999999,Norway
NO-58,Phone1,Smart Phone,2,581.256,1162.512,Norway
NO-59,Jeans3,Jeans,8,1049.022,8392.176,Norway
NO-60,Shoes4,Shoes,8,723.216,5785.728,Norway
NO-62,Jeans6,Jeans,3,886.314,2658.942,Norway
NO-63,Phone4,Smart Phone,7,940.836,6585.852,Norway
NO-64,Bottle4,Water bottles,10,1118.208,11182.080000000002,Norway
NO-66,Bottle1,Water bottles,9,630.8639999999999,5677.775999999999,Norway
NO-67,Phone1,Smart Phone,8,869.3879999999999,6955.103999999999,Norway
NO-68,Perfume4,Perfumes,10,579.93,5799.299999999999,Norway
NO-69,Phone5,Smart Phone,5,1143.0900000000001,5715.450000000001,Norway
NO-70,Bottle2,Water bottles,4,713.778,2855.112,Norway
NO-71,Bottle2,Water bottles,7,917.5139999999999,6422.597999999999,Norway
NO-72,Phone2,Smart Phone,9,985.3739999999999,8868.366,Norway
NO-73,Jeans5,Jeans,5,598.182,2990.91,Norway
NO-74,Phone5,Smart Phone,6,1166.256,6997.536,Norway
NO-75,Jeans4,Jeans,9,957.1379999999999,8614.241999999998,Norway
NO-76,Phone4,Smart Phone,8,842.088,6736.704,Norway
NO-77,Tshirt2,Tshirts,5,657.384,3286.92,Norway
NO-78,Phone5,Smart Phone,8,884.832,7078.656,Norway
NO-79,Tshirt3,Tshirts,6,879.4499999999999,5276.7,Norway
NO-80,Bottle4,Water bottles,7,571.662,4001.634,Norway
NO-81,Jeans3,Jeans,1,814.7879999999999,814.7879999999999,Norway
NO-82,Tshirt4,Tshirts,2,1042.938,2085.876,Norway
NO-83,Bottle5,Water bottles,10,942.942,9429.42,Norway
NO-84,Jeans2,Jeans,1,899.028,899.028,Norway
NO-85,Perfume5,Perfumes,5,702.5459999999999,3512.7299999999996,Norway
NO-86,Perfume6,Perfumes,3,1173.9779999999998,3521.9339999999993,Norway
NO-87,Tshirt3,Tshirts,3,990.99,2972.9700000000003,Norway
NO-88,Jeans6,Jeans,4,1033.032,4132.128,Norway
NO-89,Phone2,Smart Phone,5,939.432,4697.16,Norway
NO-90,Tshirt6,Tshirts,2,782.028,1564.056,Norway
NO-92,Bottle1,Water bottles,8,944.424,7555.392,Norway
NO-93,Tshirt5,Tshirts,7,1077.414,7541.898,Norway
NO-94,Shoes3,Shoes,10,591.396,5913.959999999999,Norway
NO-95,Shoes6,Shoes,1,569.712,569.712,Norway
NO-97,Phone2,Smart Phone,3,1117.506,3352.518,Norway
NO-98,Shoes1,Shoes,5,557.6999999999999,2788.4999999999995,Norway
NO-99,Bottle2,Water bottles,5,1008.228,5041.139999999999,Norway
NO-100,Phone6,Smart Phone,2,500.76,1001.52,Norway
NO-101,Jeans5,Jeans,8,506.532,4052.256,Norway
NO-102,Tshirt4,Tshirts,8,549.588,4396.704,Norway
NO-103,Bottle1,Water bottles,6,1116.7259999999999,6700.356,Norway
NO-104,Jeans6,Jeans,3,547.872,1643.616,Norway
NO-105,Perfume6,Perfumes,6,1005.732,6034.392,Norway
NO-106,Jeans4,Jeans,8,1101.984,8815.872,Norway
NO-107,Tshirt2,Tshirts,10,1011.0360000000001,10110.36,Norway
NO-108,Phone3,Smart Phone,4,693.8879999999999,2775.5519999999997,Norway
NO-109,Perfume5,Perfumes,10,699.426,6994.26,Norway
NO-110,Tshirt6,Tshirts,4,862.4459999999999,3449.7839999999997,Norway
NO-111,Bottle4,Water bottles,1,1048.632,1048.632,Norway
NO-112,Jeans4,Jeans,4,849.732,3398.928,Norway
NO-113,Perfume1,Perfumes,6,592.41,3554.46,Norway
NO-114,Perfume4,Perfumes,3,1033.89,3101.67,Norway
NO-116,Tshirt4,Tshirts,9,1037.01,9333.09,Norway
NO-117,Phone1,Smart Phone,9,931.242,8381.178,Norway
NO-118,Shoes1,Shoes,4,1182.012,4728.048,Norway
NO-119,Shoes4,Shoes,2,717.132,1434.264,Norway
NO-120,Jeans1,Jeans,7,581.178,4068.246,Norway
NO-121,Tshirt3,Tshirts,3,583.5959999999999,1750.7879999999996,Norway
NO-122,Bottle1,Water bottles,6,866.1120000000001,5196.6720000000005,Norway
NO-123,Bottle3,Water bottles,3,1024.8419999999999,3074.526,Norway
NO-124,Bottle1,Water bottles,1,734.526,734.526,Norway
NO-125,Perfume1,Perfumes,10,939.276,9392.76,Norway
NO-126,Perfume3,Perfumes,10,616.824,6168.24,Norway
NO-127,Tshirt5,Tshirts,2,659.88,1319.76,Norway
NO-128,Tshirt1,Tshirts,8,754.8059999999999,6038.447999999999,Norway
NO-129,Jeans1,Jeans,7,657.15,4600.05,Norway
NO-130,Bottle3,Water bottles,2,900.042,1800.084,Norway
NO-131,Bottle1,Water bottles,9,1187.0040000000001,10683.036000000002,Norway
NO-132,Tshirt4,Tshirts,5,729.144,3645.7200000000003,Norway
NO-133,Tshirt3,Tshirts,10,1049.1779999999999,10491.779999999999,Norway
NO-134,Jeans4,Jeans,8,1198.47,9587.76,Norway
NO-135,Bottle5,Water bottles,4,605.436,2421.744,Norway
NO-137,Bottle4,Water bottles,5,572.754,2863.77,Norway
NO-138,Jeans4,Jeans,1,1180.764,1180.764,Norway
NO-140,Phone6,Smart Phone,8,1182.168,9457.344,Norway
NO-141,Tshirt5,Tshirts,7,552.396,3866.772,Norway
NO-142,Phone6,Smart Phone,4,704.184,2816.736,Norway
NO-143,Phone6,Smart Phone,6,722.6700000000001,4336.02,Norway
NO-144,Tshirt2,Tshirts,10,576.2639999999999,5762.639999999999,Norway
NO-145,Phone4,Smart Phone,2,875.16,1750.32,Norway
NO-146,Jeans4,Jeans,5,1096.758,5483.79,Norway
NO-147,Bottle3,Water bottles,10,528.216,5282.16,Norway
NO-148,Shoes2,Shoes,4,1177.878,4711.512,Norway
NO-149,Tshirt6,Tshirts,3,521.742,1565.2259999999999,Norway
NO-150,Phone5,Smart Phone,4,566.28,2265.12,Norway
NO-152,Jeans2,Jeans,6,980.382,5882.2919999999995,Norway
NO-153,Tshirt5,Tshirts,2,515.268,1030.536,Norway
NO-154,Bottle4,Water bottles,2,1133.574,2267.148,Norway
NO-156,Perfume4,Perfumes,7,847.314,5931.197999999999,Norway
NO-157,Phone2,Smart Phone,3,692.484,2077.452,Norway
NO-158,Jeans1,Jeans,10,672.048,6720.48,Norway
NO-159,Phone5,Smart Phone,2,695.838,1391.676,Norway
NO-160,Jeans6,Jeans,9,674.3879999999999,6069.491999999999,Norway
NO-161,Perfume1,Perfumes,6,835.77,5014.62,Norway
NO-164,Phone5,Smart Phone,10,1199.718,11997.18,Norway
NO-165,Tshirt2,Tshirts,5,873.6,4368.0,Norway
NO-166,Bottle1,Water bottles,4,903.006,3612.024,Norway
NO-167,Phone3,Smart Phone,3,623.298,1869.894,Norway
NO-168,Bottle6,Water bottles,10,519.7139999999999,5197.139999999999,Norway
NO-169,Perfume5,Perfumes,4,1085.682,4342.728,Norway
NO-170,Phone5,Smart Phone,8,526.578,4212.624,Norway
NO-172,Perfume2,Perfumes,6,1001.832,6010.992,Norway
NO-174,Tshirt5,Tshirts,2,761.5139999999999,1523.0279999999998,Norway
NO-175,Phone5,Smart Phone,5,725.79,3628.95,Norway
NO-176,Bottle4,Water bottles,8,954.408,7635.264,Norway
NO-177,Perfume6,Perfumes,10,1050.894,10508.94,Norway
NO-178,Perfume2,Perfumes,5,589.134,2945.67,Norway
NO-179,Bottle5,Water bottles,10,522.678,5226.78,Norway
NO-180,Perfume2,Perfumes,2,1155.648,2311.296,Norway
NO-181,Bottle1,Water bottles,6,617.526,3705.156,Norway
NO-182,Tshirt6,Tshirts,6,812.604,4875.624,Norway
NO-183,Jeans6,Jeans,5,1050.894,5254.47,Norway
NO-184,Tshirt4,Tshirts,7,1178.346,8248.422,Norway
NO-185,Phone4,Smart Phone,7,571.0379999999999,3997.265999999999,Norway
NO-186,Perfume6,Perfumes,4,613.86,2455.44,Norway
NO-188,Shoes2,Shoes,3,1012.362,3037.086,Norway
NO-189,Tshirt3,Tshirts,10,1125.2279999999998,11252.279999999999,Norway
NO-190,Phone6,Smart Phone,7,609.96,4269.72,Norway
NO-191,Jeans2,Jeans,9,1005.4200000000001,9048.78,Norway
NO-192,Shoes6,Shoes,4,567.1379999999999,2268.5519999999997,Norway
NO-193,Perfume4,Perfumes,6,502.63199999999995,3015.7919999999995,Norway
NO-194,Bottle6,Water bottles,4,567.918,2271.672,Norway
NO-195,Bottle3,Water bottles,8,1090.674,8725.392,Norway
NO-196,Phone4,Smart Phone,5,563.784,2818.92,Norway
NO-198,Phone4,Smart Phone,5,894.972,4474.86,Norway
NO-199,Bottle6,Water bottles,6,1065.714,6394.284,Norway
NO-200,Perfume2,Perfumes,7,1072.89,7510.2300000000005,Norway
QA-1,Perfume4,Perfumes,9,634.05,5706.45,Qatar
QA-2,Shoes5,Shoes,4,864.675,3458.7,Qatar
QA-4,Perfume3,Perfumes,3,493.875,1481.625,Qatar
QA-5,Phone3,Smart Phone,7,1183.725,8286.074999999999,Qatar
QA-6,Jeans5,Jeans,5,524.925,2624.625,Qatar
QA-7,Perfume1,Perfumes,7,975.8249999999999,6830.775,Qatar
QA-8,Bottle5,Water bottles,7,639.0,4473.0,Qatar
QA-9,Shoes6,Shoes,5,1170.225,5851.125,Qatar
QA-10,Shoes2,Shoes,6,729.45,4376.700000000001,Qatar
QA-12,Tshirt5,Tshirts,1,958.05,958.05,Qatar
QA-13,Bottle6,Water bottles,7,865.1250000000001,6055.875000000001,Qatar
QA-14,Bottle6,Water bottles,1,1109.925,1109.925,Qatar
QA-15,Phone6,Smart Phone,7,1064.925,7454.474999999999,Qatar
QA-16,Jeans6,Jeans,2,813.15,1626.3,Qatar
QA-17,Phone1,Smart Phone,1,1017.225,1017.225,Qatar
QA-18,Bottle3,Water bottles,10,925.4250000000001,9254.25,Qatar
QA-19,Jeans2,Jeans,6,518.85,3113.1000000000004,Qatar
QA-20,Bottle6,Water bottles,1,628.875,628.875,Qatar
QA-21,Phone1,Smart Phone,10,839.025,8390.25,Qatar
QA-22,Jeans6,Jeans,10,883.8000000000001,8838.0,Qatar
QA-23,Jeans6,Jeans,5,1138.275,5691.375,Qatar
QA-25,Bottle6,Water bottles,5,963.675,4818.375,Qatar
QA-26,Tshirt4,Tshirts,1,1083.15,1083.15,Qatar
QA-27,Phone3,Smart Phone,9,815.625,7340.625,Qatar
